linker,family,smiles,yield,purity,reproducibility
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.74,0.28,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.5,0.52,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.54,0.35,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0,0.43,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0,0.26,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.35,0.37,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.27,0.51,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0,0.4,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.72,0.72,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.73,0.28,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.43,0.45,1
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.48,0.5,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.3,0.34,0.5
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.27,0.46,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.6,0.39,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.33,0.4,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.18,0.51,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.74,0.32,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.91,0.8,0.5
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0,0.45,0.75
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.8,0.74,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.83,0.78,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.65,0.41,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.17,0.43,1
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.61,0.33,0.75
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.46,0.47,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.34,0.58,1
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.7,0.35,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.7,0.55,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.63,0.48,0.5
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.56,0.52,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.51,0.54,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.3,0.35,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.25,0.45,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.57,0.44,0.75
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.26,0.43,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.12,0.48,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.9,0.32,1
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.87,0.28,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.8,0.26,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.79,0.31,0.25
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.79,0.74,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.64,0.42,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.21,0.39,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.63,0.35,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.28,0.41,0.5
2-methylimidazole,Azole,Cc1ncc[nH]1,0.32,0.53,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.44,0.56,1
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.4,0.53,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.37,0.38,0.5
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.54,0.55,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.6,0.45,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0,0.34,1
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.37,0.46,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.72,0.68,0.5
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.27,0.44,0.75
2-methylimidazole,Azole,Cc1ncc[nH]1,0.24,0.54,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.72,0.36,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0,0.54,0.5
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.73,0.65,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.77,0.79,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.72,0.24,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.75,0.63,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.15,0.36,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.45,0.35,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.33,0.47,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.24,0.56,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.59,0.58,1
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.5,0.54,0.5
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.44,0.39,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0,0.49,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0,0.41,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.28,0.34,0.25
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.33,0.45,0.25
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.65,0.41,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.15,0.4,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.23,0.56,1
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.7,0.59,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.69,0.62,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.77,0.65,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0,0.42,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.71,0.25,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.43,0.43,1
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.17,0.41,1
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.31,0.33,0.75
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.22,0.42,0.75
2-methylimidazole,Azole,Cc1ncc[nH]1,0.38,0.61,1
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.6,0.51,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.44,0.5,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.4,0.37,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.27,0.49,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.42,0.36,1
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.28,0.31,1
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.44,0.47,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.75,0.21,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.21,0.38,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.16,0.52,0.25
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.43,0.56,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.65,0.54,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.69,0.38,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.66,0.48,1
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.71,0.22,1
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0,0.3,0.5
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.1,0.34,1
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.44,0.35,0.75
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.42,0.48,0.75
2-methylimidazole,Azole,Cc1ncc[nH]1,0.38,0.55,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.52,0.52,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.46,0.47,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.45,0.31,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.33,0.5,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0,0.3,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.36,0.28,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.34,0.49,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.74,0.59,0.75
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.23,0.41,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.24,0.51,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0,0.49,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.7,0.29,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.67,0.34,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.63,0.47,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.59,0.35,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.56,0.38,0.5
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.21,0.43,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.54,0.28,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.43,0.44,0.75
2-methylimidazole,Azole,Cc1ncc[nH]1,0.39,0.51,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.43,0.56,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.49,0.44,0.5
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.4,0.61,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.38,0.46,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.36,0.56,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.23,0.26,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.48,0.61,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.65,0.31,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.16,0.4,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.18,0.49,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0,0.5,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.66,0.46,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.6,0.64,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.71,0.27,1
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.43,0.61,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.38,0.31,0.5
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.18,0.55,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.46,0.31,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.25,0.45,0.75
2-methylimidazole,Azole,Cc1ncc[nH]1,0.41,0.5,1
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0,0.45,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0,0.35,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.47,0.58,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.46,0.48,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.46,0.63,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.2,0.32,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.41,0.61,1
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.68,0.36,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.22,0.43,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.18,0.42,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0,0.47,1
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.8,0.29,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0,0.6,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.6,0.48,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.61,0.56,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.56,0.37,1
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.25,0.51,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.54,0.25,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.5,0.43,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.51,0.48,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.34,0.44,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.55,0.39,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0,0.46,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.27,0.35,1
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.4,0.57,1
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.31,0.23,0.5
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.39,0.51,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.67,0.29,0.75
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.31,0.4,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.19,0.45,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.56,0.46,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.76,0.24,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.78,0.32,0.5
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.59,0.39,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.68,0.6,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.55,0.3,0.5
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.34,0.47,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0,0.31,0.75
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.41,0.38,0.75
2-methylimidazole,Azole,Cc1ncc[nH]1,0,0.51,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.54,0.53,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.46,0.45,0.5
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.69,0.48,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.53,0.47,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.43,0.6,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.26,0.32,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.29,0.52,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.79,0.22,0.5
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.31,0.37,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.24,0.51,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.63,0.49,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.86,0.8,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.92,0.29,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0,0.42,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.7,0.33,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.61,0.36,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.26,0.45,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0,0.26,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.5,0.38,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.39,0.52,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.59,0.46,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.7,0.29,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.73,0.29,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0,0.4,1
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.48,0.5,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.29,0.34,0.5
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.34,0.47,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.84,0.19,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.23,0.39,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.2,0.51,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.74,0.32,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0,0.46,0.5
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.96,0.26,0.75
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.8,0.27,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.85,0.29,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.73,0.22,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.2,0.44,1
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.62,0.33,0.75
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.25,0.45,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.44,0.59,1
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.63,0.56,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.66,0.54,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.65,0.48,0.5
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.57,0.52,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.54,0.54,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.31,0.35,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.3,0.45,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.57,0.44,0.75
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.28,0.43,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.14,0.48,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.73,0.78,1
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.58,0.52,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.75,0.27,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.92,0.81,0.25
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.58,0.49,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0,0.35,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.11,0.38,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.56,0.34,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.43,0.42,0.5
2-methylimidazole,Azole,Cc1ncc[nH]1,0,0.5,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.6,0.58,1
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.55,0.55,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.56,0.39,0.5
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0,0.49,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0,0.39,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.35,0.37,1
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.44,0.46,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.71,0.26,0.5
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.27,0.44,0.75
2-methylimidazole,Azole,Cc1ncc[nH]1,0.1,0.53,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.78,0.34,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.78,0.37,0.5
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.84,0.68,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.82,0.32,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.81,0.23,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.67,0.38,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.11,0.36,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.48,0.35,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0,0.44,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.37,0.57,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.52,0.57,1
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.35,0.53,0.5
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.46,0.4,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.44,0.54,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0,0.41,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.2,0.33,0.25
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.33,0.45,0.25
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.62,0.41,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.2,0.4,1
