linker,family,smiles,MW,logP,TPSA,n_rings,temperature,time_h,concentration_M,solvent_DMF,expected_yield,yield,purity,reproducibility
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,130,60,0.45,1,0.18597959363567645,0.17422395665159204,0.35003311554753025,1.0
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,130,60,0.5,0,0.5487588248684818,0.38413117740793723,0.34295716827433387,0.75
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,130,60,0.5,0,0.4049951193247375,0.2834965835273162,0.46897048212915093,0.75
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,130,60,0.5,0,0.3993908984668373,0.4362679765688063,0.5595922217604509,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,130,60,0.5,0,0.5617732196328642,0.3932412537430049,0.5028561412372102,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,130,60,0.5,0,0.5814103996644797,0.5906040995649938,0.48395635196704745,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,130,60,0.5,0,0.5408679167391508,0.0,0.2707975264153579,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,130,60,0.5,0,0.4983422643418035,0.5544735317538964,0.5196683631244997,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,130,60,0.5,0,0.4983422643418035,0.5202341175677726,0.34274656699426187,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,130,60,0.5,0,0.36426610201414455,0.0,0.2489426169144509,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,130,60,0.5,0,0.38349981607616207,0.3877989472137747,0.4985306635651819,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,130,60,0.5,1,0.7487588248684818,0.5241311774079372,0.3393767761439995,0.75
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,130,60,0.5,1,0.2798190471340184,0.0,0.38423862795882563,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,130,60,0.5,1,0.18979089846683733,0.21168972980560496,0.5025671678223904,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,130,60,0.5,1,0.667627706039826,0.4673393942278782,0.5338904540653271,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,130,60,0.5,1,0.7764285834058173,0.8311941504098184,0.26543117323141413,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,130,60,0.5,1,0.7458497329978129,0.7957698287697692,0.1652165052242867,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,130,60,0.5,1,0.7500512371557271,0.7438152244043971,0.26337271977468246,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,130,60,0.5,1,0.7500512371557271,0.5250358660090089,0.3440753266541051,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,130,60,0.5,1,0.6738661020141447,0.7738661020141446,0.6476694758608625,0.5
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,130,60,0.5,1,0.18589981607616202,0.22038159217485193,0.4348662779920253,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,130,72,0.05,0,0.5095629322172521,0.5153295412348466,0.2811223524308691,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,130,72,0.05,0,0.37009348071694464,0.3569978509682764,0.4274891988560942,0.75
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,130,72,0.05,0,0.4064494949491693,0.3995355073117971,0.5117104783441231,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,130,72,0.05,0,0.5765940448317963,0.5706021033128359,0.5788632095097156,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,130,72,0.05,0,0.5426508420873998,0.5331613520000205,0.4484700009625889,0.5
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,130,72,0.05,0,0.5012356890137712,0.0,0.5719127406949328,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,130,72,0.05,0,0.46999505184422846,0.32899653629095993,0.45735297397115965,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,130,72,0.05,0,0.46999505184422846,0.5699950518442285,0.5782430968181084,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,130,72,0.05,0,0.38667432683706404,0.37562411197741585,0.2694105775626599,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,130,72,0.05,0,0.39545497028473053,0.35000011788008817,0.596096626597072,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,130,72,0.05,1,0.7095629322172521,0.7016664753652233,0.5375239747111513,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,130,72,0.05,1,0.25416072234626896,0.17791250564238825,0.39865755719310764,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,130,72,0.05,1,0.19684949494916934,0.13779464646441852,0.48615321682491186,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,130,72,0.05,1,0.6815758610904586,0.6439654797071598,0.5654571827482282,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,130,72,0.05,1,0.736796355680438,0.0,0.3925135779439879,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,130,72,0.05,1,0.707090175420733,0.7008478979425401,0.43467835066246985,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,130,72,0.05,1,0.719958684361553,0.6983589754600733,0.4777184099829278,1.0
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,130,72,0.05,1,0.719958684361553,0.503971079053087,0.6129908823163464,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,130,72,0.05,1,0.6962743268370641,0.6737408336005016,0.3381606713158045,0.5
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,130,72,0.05,1,0.19785497028473048,0.21596240327371855,0.5527798093873928,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,130,72,0.1,0,0.5373156253156467,0.5113779818987512,0.3168421159448947,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,130,72,0.1,0,0.39805125889074994,0.49805125889074997,0.4786667496222489,0.75
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,130,72,0.1,0,0.4407354498081121,0.5407354498081121,0.5121110277262296,1.0
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,130,72,0.1,0,0.5840117410923424,0.5754144063609461,0.5083908686415318,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,130,72,0.1,0,0.5719453514690385,0.6719453514690384,0.4183937975174988,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,130,72,0.1,0,0.5274465658289218,0.5510565323259712,0.586952992157732,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,130,72,0.1,0,0.47610374288232526,0.50637637533964,0.48418537239977977,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,130,72,0.1,0,0.47610374288232526,0.49178121027916194,0.628121128437084,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,130,72,0.1,0,0.39023772994262057,0.406960948960464,0.3331737662028284,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,130,72,0.1,0,0.43119990194618146,0.301839931362327,0.6044428517358099,1.0
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,130,72,0.1,1,0.7373156253156466,0.7144802297187602,0.1848613199980718,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,130,72,0.1,1,0.28211850052007426,0.284001202065059,0.4326085493496914,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,130,72,0.1,1,0.23113544980811207,0.2855187113839951,0.4299074967457404,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,130,72,0.1,1,0.6898662274993043,0.0,0.472812255442398,1.0
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,130,72,0.1,1,0.7630072324955883,0.8630072324955883,0.28024156478694595,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,130,72,0.1,1,0.7363846848023717,0.8363846848023717,0.4135541849031349,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,130,72,0.1,1,0.7278127156962488,0.5094689009873742,0.4668543211136767,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,130,72,0.1,1,0.7278127156962488,0.8278127156962488,0.32875955195157086,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,130,72,0.1,1,0.6998377299426206,0.7192675702404433,0.6161440380134422,1.0
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,130,72,0.1,1,0.2335999019461814,0.252206771263061,0.5141580231166676,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,130,72,0.15,0,0.5989645606972649,0.6989645606972649,0.26287432001134614,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,130,72,0.15,0,0.4337801238881555,0.30364608672170884,0.40751904809716494,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,130,72,0.15,0,0.45741315894263757,0.5574131589426375,0.48758552072996164,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,130,72,0.15,0,0.6102226179074928,0.0,0.4075887842468475,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,130,72,0.15,0,0.6370192277051909,0.0,0.3352370545016119,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,130,72,0.15,0,0.5856705603560055,0.5499200280578157,0.5122654805199167,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,130,72,0.15,0,0.4976891708477434,0.46919955938931046,0.36981861778804376,1.0
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,130,72,0.15,0,0.4976891708477434,0.0,0.5322038753312474,1.0
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,130,72,0.15,0,0.4028292295891144,0.5028292295891144,0.2477492073129824,0.5
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,130,72,0.15,0,0.4485873008311123,0.4489997483358866,0.5130980874658683,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,130,72,0.15,1,0.7989645606972648,0.5592751924880853,0.27917506702080175,0.75
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,130,72,0.15,1,0.3178473655174799,0.26637417503594396,0.39644909597115513,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,130,72,0.15,1,0.24781315894263758,0.3478131589426376,0.46142222333769695,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,130,72,0.15,1,0.719160736880943,0.0,0.408985566343923,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,130,72,0.15,1,0.8212312270226722,0.8507377676165089,0.7204293404607398,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,130,72,0.15,1,0.8014585610385242,0.9014585610385242,0.2946403398031982,0.5
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,130,72,0.15,1,0.7555654087946435,0.5288957861562504,0.3885952821429165,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,130,72,0.15,1,0.7555654087946435,0.786476892879331,0.36157369763179864,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,130,72,0.15,1,0.7124292295891144,0.7089639147388229,0.1563844480676816,0.5
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,130,72,0.15,1,0.25098730083111226,0.1846457048450576,0.45210770178130405,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,130,72,0.2,0,0.6777493080327077,0.6407993305019519,0.3679224437351135,0.75
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,130,72,0.2,0,0.451159707469391,0.4584571283178809,0.38038503062938683,0.75
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,130,72,0.2,0,0.4407354498081121,0.0,0.5072186860231128,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,130,72,0.2,0,0.6684466124345767,0.7684466124345767,0.31870600564509577,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,130,72,0.2,0,0.7201809054481585,0.8201809054481585,0.25038607909167954,0.5
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,130,72,0.2,0,0.6600783772839237,0.0,0.4142250408021218,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,130,72,0.2,0,0.545638342811224,0.5128514691632752,0.4670321796547911,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,130,72,0.2,0,0.545638342811224,0.5725049057688623,0.6106856886746944,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,130,72,0.2,0,0.4307995799011448,0.44494655275677375,0.333612959158546,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,130,72,0.2,0,0.43119990194618146,0.4359058728505356,0.5300808833528549,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,130,72,0.2,1,0.8777493080327077,0.896788783570655,0.7218715038907371,0.5
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,130,72,0.2,1,0.3352269490987153,0.2346588643691007,0.36258339618440527,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,130,72,0.2,1,0.23113544980811207,0.33113544980811205,0.5185027197962194,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,130,72,0.2,1,0.7842346131170955,0.0,0.4277636613491807,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,130,72,0.2,1,0.8956390439505904,0.8884528980850449,0.8016869054808174,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,130,72,0.2,1,0.8846202387814917,0.8815480256948877,0.29412580229357477,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,130,72,0.2,1,0.8172143441762616,0.8408978031058649,0.2562701150186781,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,130,72,0.2,1,0.8172143441762616,0.8192321692527252,0.3055162676475523,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,130,72,0.2,1,0.7403995799011449,0.7030981815940436,0.5922120864162502,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,130,72,0.2,1,0.2335999019461814,0.2520867990124206,0.4504235540831382,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,130,72,0.25,0,0.7160725545545962,0.7674986142977479,0.1556807797416014,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,130,72,0.25,0,0.43378012388815557,0.42630739213054586,0.3721900390416394,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,130,72,0.25,0,0.4064494949491693,0.38042127906393736,0.5203478340645015,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,130,72,0.25,0,0.7428544293624949,0.7431296689968354,0.2593709915398277,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,130,72,0.25,0,0.760633221221263,0.7904386313127181,0.26864073808279587,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,130,72,0.25,0,0.6962725545545962,0.7962725545545962,0.2718428369544226,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,130,72,0.25,0,0.6069153685165685,0.60151080115258,0.4626535261405708,1.0
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,130,72,0.25,0,0.6069153685165685,0.6244690803628675,0.5180408974291398,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,130,72,0.25,0,0.4665445115625958,0.4725203763178798,0.35510094510130935,0.5
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,130,72,0.25,0,0.39545497028473053,0.4954549702847305,0.48235933717666574,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,130,72,0.25,1,0.9160725545545961,0.9174008804375571,0.18223208382952188,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,130,72,0.25,1,0.3178473655174799,0.3284163790263783,0.3995818046397271,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,130,72,0.25,1,0.19684949494916934,0.0,0.4881080965107963,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,130,72,0.25,1,0.867396290860063,0.8674189240980227,0.2942622704272438,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,130,72,0.25,1,0.9318332212212628,0.9560902928334822,0.26692077640207346,0.5
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,130,72,0.25,1,0.9250725545545961,0.99,0.8106698905043876,0.75
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,130,72,0.25,1,0.8959990915117044,0.9017614985451211,0.7736604344465976,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,130,72,0.25,1,0.8959990915117044,0.8471633898716552,0.28749357629449857,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,130,72,0.25,1,0.7761445115625959,0.8215198827332566,0.20634705267383444,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,130,72,0.25,1,0.19785497028473048,0.20214168578060093,0.43598315818935035,1.0
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,130,72,0.3,0,0.6777493080327077,0.6497532816755479,0.33249177598056706,0.75
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,130,72,0.3,0,0.39805125889075,0.44815433769010193,0.47315918205031743,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,130,72,0.3,0,0.3796207915886504,0.3897209571167365,0.585774868757793,1.0
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,130,72,0.3,0,0.7790486066331672,0.7522821309641113,0.3368217343944587,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,130,72,0.3,0,0.7201809054481585,0.735879650697731,0.3267609309788918,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,130,72,0.3,0,0.6600783772839237,0.6339016167410264,0.4813574309551905,0.5
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,130,72,0.3,0,0.6367223380335929,0.0,0.4612998616443594,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,130,72,0.3,0,0.6367223380335929,0.0,0.4878316058872204,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,130,72,0.3,0,0.48393191044752665,0.4633912927457761,0.36910526278256306,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,130,72,0.3,0,0.36748461997270015,0.34394383244331783,0.4562942987976361,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,130,72,0.3,1,0.8777493080327077,0.8850305967295532,0.7361187262371189,0.75
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,130,72,0.3,1,0.2821185005200743,0.2689151109982029,0.43407838926828035,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,130,72,0.3,1,0.17002079158865036,0.11901455411205523,0.47828218001617934,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,130,72,0.3,1,0.9078486066331675,0.8937203252924446,0.8225201620512225,1.0
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,130,72,0.3,1,0.8956390439505904,0.9376093394829991,0.2702466668081903,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,130,72,0.3,1,0.8846202387814917,0.9075697541265144,0.23967243672669472,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,130,72,0.3,1,0.9343223380335929,0.8815912912226136,0.2867726864949015,0.25
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,130,72,0.3,1,0.9343223380335929,0.9406222719108526,0.24396914357966756,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,130,72,0.3,1,0.7935319104475266,0.8023114977888949,0.21370356027801207,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,130,72,0.3,1,0.16988461997270013,0.18502041106851505,0.3900863379692742,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,130,72,0.35,0,0.5989645606972649,0.6989645606972649,0.35637097635431536,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,130,72,0.35,0,0.37009348071694464,0.32546266403174423,0.4143314554907787,0.5
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,130,72,0.35,0,0.36754323070323786,0.36601884370711024,0.5345018399670598,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,130,72,0.35,0,0.7428544293624949,0.7655490597172707,0.35739729844094514,1.0
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,130,72,0.35,0,0.637019227705191,0.737019227705191,0.7751246000069604,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,130,72,0.35,0,0.5856705603560055,0.6856705603560055,0.4063839225583932,0.5
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,130,72,0.35,0,0.6069153685165685,0.4248407579615979,0.534385737303545,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,130,72,0.35,0,0.6069153685165685,0.4248407579615979,0.4308113235507868,0.75
